id,notation,status,description,label
http://codes.wmo.int/306/4678/+DS,+DS,stable,,Heavy duststorm
http://codes.wmo.int/306/4678/+DZ,+DZ,stable,,Heavy precipitation of drizzle
http://codes.wmo.int/306/4678/+DZPL,+DZPL,stable,,Heavy precipitation of drizzle and ice pellets
http://codes.wmo.int/306/4678/+DZPLRA,+DZPLRA,stable,,"Heavy precipitation of drizzle, ice pellets and rain"
http://codes.wmo.int/306/4678/+DZRA,+DZRA,stable,,Heavy precipitation of drizzle and rain
http://codes.wmo.int/306/4678/+DZRAPL,+DZRAPL,stable,,"Heavy precipitation of drizzle, rain and ice pellets"
http://codes.wmo.int/306/4678/+DZRASG,+DZRASG,stable,,"Heavy precipitation of drizzle, rain and snow grains"
http://codes.wmo.int/306/4678/+DZRASN,+DZRASN,stable,,"Heavy precipitation of drizzle, rain and snow"
http://codes.wmo.int/306/4678/+DZSG,+DZSG,stable,,Heavy precipitation of drizzle and snow grains
http://codes.wmo.int/306/4678/+DZSGRA,+DZSGRA,stable,,"Heavy precipitation of drizzle, snow grains and rain"
http://codes.wmo.int/306/4678/+DZSN,+DZSN,stable,,Heavy precipitation of drizzle and snow
http://codes.wmo.int/306/4678/+DZSNRA,+DZSNRA,stable,,"Heavy precipitation of drizzle, snow and rain"
http://codes.wmo.int/306/4678/+FC,+FC,stable,,"Well-developed funnel cloud(s) (tornado or water-spout)"
http://codes.wmo.int/306/4678/+FZDZ,+FZDZ,stable,,Heavy precipitation of freezing drizzle
http://codes.wmo.int/306/4678/+FZDZRA,+FZDZRA,stable,,Heavy precipitation of freezing drizzle and rain
http://codes.wmo.int/306/4678/+FZRA,+FZRA,stable,,Heavy precipitation of freezng rain
http://codes.wmo.int/306/4678/+FZRADZ,+FZRADZ,stable,,Heavy precipitation of freezing rain and drizzle
http://codes.wmo.int/306/4678/+FZUP,+FZUP,stable,,Heavy unidentified freezing precipitation
http://codes.wmo.int/306/4678/+PL,+PL,stable,,Heavy precipitation of ice pellets
http://codes.wmo.int/306/4678/+PLDZ,+PLDZ,stable,,Heavy precipitation of ice pellets and drizzle
http://codes.wmo.int/306/4678/+PLDZRA,+PLDZRA,stable,,"Heavy precipitation of ice pellets, drizzle and rain"
http://codes.wmo.int/306/4678/+PLRA,+PLRA,stable,,Heavy precipitation of ice pellets and rain
http://codes.wmo.int/306/4678/+PLRADZ,+PLRADZ,stable,,"Heavy precipitation of ice pellets, rain and drizzle"
http://codes.wmo.int/306/4678/+PLRASN,+PLRASN,stable,,"Heavy precipitation of ice pellets, rain and snow"
http://codes.wmo.int/306/4678/+PLSG,+PLSG,stable,,Heavy precipitation of ice pellets and snow grains
http://codes.wmo.int/306/4678/+PLSGSN,+PLSGSN,stable,,"Heavy precipitation of ice pellets, snow grains and snow"
http://codes.wmo.int/306/4678/+PLSN,+PLSN,stable,,Heavy precipitation of ice pellets and snow
http://codes.wmo.int/306/4678/+PLSNRA,+PLSNRA,stable,,"Heavy precipitation of ice pellets, snow and rain"
http://codes.wmo.int/306/4678/+PLSNSG,+PLSNSG,stable,,"Heavy precipitation of ice pellets, snow and snow grains"
http://codes.wmo.int/306/4678/+RA,+RA,stable,,Heavy precipitation of rain
http://codes.wmo.int/306/4678/+RADZ,+RADZ,stable,,Heavy precipitation of rain and drizzle
http://codes.wmo.int/306/4678/+RADZPL,+RADZPL,stable,,"Heavy precipitation of rain, drizzle and ice pellets"
http://codes.wmo.int/306/4678/+RADZSG,+RADZSG,stable,,"Heavy precipitation of rain, drizzle and snow grains"
http://codes.wmo.int/306/4678/+RADZSN,+RADZSN,stable,,"Heavy precipitation of rain, drizzle and snow"
http://codes.wmo.int/306/4678/+RAPL,+RAPL,stable,,Heavy precipitation of rain and ice pellets
http://codes.wmo.int/306/4678/+RAPLDZ,+RAPLDZ,stable,,"Heavy precipitation of rain, ice pellets and drizzle"
http://codes.wmo.int/306/4678/+RAPLSN,+RAPLSN,stable,,"Heavy precipitation of rain, ice pellets and snow"
http://codes.wmo.int/306/4678/+RASG,+RASG,stable,,Heavy precipitation of rain and snow grains
http://codes.wmo.int/306/4678/+RASGDZ,+RASGDZ,stable,,"Heavy precipitation of rain, snow grains and drizzle"
http://codes.wmo.int/306/4678/+RASGSN,+RASGSN,stable,,"Heavy precipitation of rain, snow grains and snow"
http://codes.wmo.int/306/4678/+RASN,+RASN,stable,,Heavy precipitation of rain and snow
http://codes.wmo.int/306/4678/+RASNDZ,+RASNDZ,stable,,"Heavy precipitation of rain, snow and drizzle"
http://codes.wmo.int/306/4678/+RASNPL,+RASNPL,stable,,"Heavy precipitation of rain, snow and ice pellets"
http://codes.wmo.int/306/4678/+RASNSG,+RASNSG,stable,,"Heavy precipitation of rain, snow and snow grains"
http://codes.wmo.int/306/4678/+SG,+SG,stable,,Heavy precipitation of snow grains
http://codes.wmo.int/306/4678/+SGDZ,+SGDZ,stable,,Heavy precipitation of snow grains and drizzle
http://codes.wmo.int/306/4678/+SGDZRA,+SGDZRA,stable,,"Heavy precipitation of snow grains, drizzle and rain"
http://codes.wmo.int/306/4678/+SGPL,+SGPL,stable,,Heavy precipitation of snow grains and ice pellets
http://codes.wmo.int/306/4678/+SGPLSN,+SGPLSN,stable,,"Heavy precipitation of snow grains, ice pellets and snow"
http://codes.wmo.int/306/4678/+SGRA,+SGRA,stable,,Heavy precipitation of snow grains and rain
http://codes.wmo.int/306/4678/+SGRADZ,+SGRADZ,stable,,"Heavy precipitation of snow grains, rain and drizzle"
http://codes.wmo.int/306/4678/+SGRASN,+SGRASN,stable,,"Heavy precipitation of snow grains, rain and snow"
http://codes.wmo.int/306/4678/+SGSN,+SGSN,stable,,Heavy precipitation of snow grains and snow
http://codes.wmo.int/306/4678/+SGSNPL,+SGSNPL,stable,,"Heavy precipitation of snow grains, snow and ice pellets"
http://codes.wmo.int/306/4678/+SGSNRA,+SGSNRA,stable,,"Heavy precipitation of snow grains, snow and rain"
http://codes.wmo.int/306/4678/+SHGR,+SHGR,stable,,Heavy showery precipitation of hail
http://codes.wmo.int/306/4678/+SHGRRA,+SHGRRA,stable,,Heavy showery precipitation of hail and rain
http://codes.wmo.int/306/4678/+SHGRRASN,+SHGRRASN,stable,,"Heavy showery precipitation of hail, rain and snow"
http://codes.wmo.int/306/4678/+SHGRSN,+SHGRSN,stable,,Heavy showery precipitation of hail and snow
http://codes.wmo.int/306/4678/+SHGRSNRA,+SHGRSNRA,stable,,"Heavy showery precipitation of hail, snow and rain"
http://codes.wmo.int/306/4678/+SHGS,+SHGS,stable,,Heavy showery precipitation of snow pellets/small hail
http://codes.wmo.int/306/4678/+SHGSRA,+SHGSRA,stable,,Heavy showery precipitation of snow pellets/small hail and rain
http://codes.wmo.int/306/4678/+SHGSRASN,+SHGSRASN,stable,,"Heavy showery precipitation of snow pellets/small hail, rain and snow"
http://codes.wmo.int/306/4678/+SHGSSN,+SHGSSN,stable,,Heavy showery precipitation of snow pellets/small hail and snow
http://codes.wmo.int/306/4678/+SHGSSNRA,+SHGSSNRA,stable,,"Heavy showery precipitation of snow pellets/small hail, snow and rain"
http://codes.wmo.int/306/4678/+SHRA,+SHRA,stable,,Heavy showery precipitation of rain
http://codes.wmo.int/306/4678/+SHRAGR,+SHRAGR,stable,,Heavy showery precipitation of rain and hail
http://codes.wmo.int/306/4678/+SHRAGRSN,+SHRAGRSN,stable,,"Heavy showery precipitation of rain, hail and snow"
http://codes.wmo.int/306/4678/+SHRAGS,+SHRAGS,stable,,Heavy showery precipitation of rain and snow pellets/small hail
http://codes.wmo.int/306/4678/+SHRAGSSN,+SHRAGSSN,stable,,"Heavy showery precipitation of rain, snow pellets/small hail and snow"
http://codes.wmo.int/306/4678/+SHRASN,+SHRASN,stable,,Heavy showery precipitation of rain and snow
http://codes.wmo.int/306/4678/+SHRASNGR,+SHRASNGR,stable,,"Heavy showery precipitation of rain, snow and hail"
http://codes.wmo.int/306/4678/+SHRASNGS,+SHRASNGS,stable,,"Heavy showery precipitation of rain, snow and snow pellets/small hail"
http://codes.wmo.int/306/4678/+SHSN,+SHSN,stable,,Heavy showery precipitation of snow
http://codes.wmo.int/306/4678/+SHSNGR,+SHSNGR,stable,,Heavy showery precipitation of snow and hail
http://codes.wmo.int/306/4678/+SHSNGRRA,+SHSNGRRA,stable,,"Heavy showery precipitation of snow, hail and rain"
http://codes.wmo.int/306/4678/+SHSNGS,+SHSNGS,stable,,Heavy showery precipitation of snow and snow pellets/small hail
http://codes.wmo.int/306/4678/+SHSNGSRA,+SHSNGSRA,stable,,"Heavy showery precipitation of snow, snow pellets/small hail and rain"
http://codes.wmo.int/306/4678/+SHSNRA,+SHSNRA,stable,,Heavy showery precipitation of snow and rain
http://codes.wmo.int/306/4678/+SHSNRAGR,+SHSNRAGR,stable,,"Heavy showery precipitation of snow, rain and hail"
http://codes.wmo.int/306/4678/+SHSNRAGS,+SHSNRAGS,stable,,"Heavy showery precipitation of snow, rain and snow pellets/small hail"
http://codes.wmo.int/306/4678/+SHUP,+SHUP,stable,,Heavy unidentified showery precipitation
http://codes.wmo.int/306/4678/+SN,+SN,stable,,Heavy precipitation of snow
http://codes.wmo.int/306/4678/+SNDZ,+SNDZ,stable,,Heavy precipitation of snow and drizzle
http://codes.wmo.int/306/4678/+SNDZRA,+SNDZRA,stable,,"Heavy precipitation of snow, drizzle and rain"
http://codes.wmo.int/306/4678/+SNPL,+SNPL,stable,,Heavy precipitation of snow and ice pellets
http://codes.wmo.int/306/4678/+SNPLRA,+SNPLRA,stable,,"Heavy precipitation of snow, ice pellets and rain"
http://codes.wmo.int/306/4678/+SNPLSG,+SNPLSG,stable,,"Heavy precipitation of snow, ice pellets and snow grains"
http://codes.wmo.int/306/4678/+SNRA,+SNRA,stable,,Heavy precipitation of snow and rain
http://codes.wmo.int/306/4678/+SNRADZ,+SNRADZ,stable,,"Heavy precipitation of snow, rain and drizzle"
http://codes.wmo.int/306/4678/+SNRAPL,+SNRAPL,stable,,"Heavy precipitation of snow, rain and ice pellets"
http://codes.wmo.int/306/4678/+SNRASG,+SNRASG,stable,,"Heavy precipitation of snow, rain and snow grains"
http://codes.wmo.int/306/4678/+SNSG,+SNSG,stable,,Heavy precipitation of snow and snow grains
http://codes.wmo.int/306/4678/+SNSGPL,+SNSGPL,stable,,"Heavy precipitation of snow, snow grains and ice pellets"
http://codes.wmo.int/306/4678/+SNSGRA,+SNSGRA,stable,,"Heavy precipitation of snow, snow grains and rain"
http://codes.wmo.int/306/4678/+SS,+SS,stable,,Heavy sandstorm
http://codes.wmo.int/306/4678/+TSGR,+TSGR,stable,,Thunderstorm with heavy precipitation of hail
http://codes.wmo.int/306/4678/+TSGRRA,+TSGRRA,stable,,Thunderstorm with heavy precipitation of hail and rain
http://codes.wmo.int/306/4678/+TSGRRASN,+TSGRRASN,stable,,"Thunderstorm with heavy precipitation of hail, rain and snow"
http://codes.wmo.int/306/4678/+TSGRSN,+TSGRSN,stable,,Thunderstorm with heavy precipitation of hail and snow
http://codes.wmo.int/306/4678/+TSGRSNRA,+TSGRSNRA,stable,,"Thunderstorm with heavy precipitation of hail, snow and rain"
http://codes.wmo.int/306/4678/+TSGS,+TSGS,stable,,Thunderstorm with heavy precipitation of snow pellets/small hail
http://codes.wmo.int/306/4678/+TSGSRA,+TSGSRA,stable,,Thunderstorm with heavy precipitation of snow pellets/small hail and rain
http://codes.wmo.int/306/4678/+TSGSRASN,+TSGSRASN,stable,,"Thunderstorm with heavy precipitation of snow pellets/small hail, rain and snow"
http://codes.wmo.int/306/4678/+TSGSSN,+TSGSSN,stable,,Thunderstorm with heavy precipitation of snow pellets/small hail and snow
http://codes.wmo.int/306/4678/+TSGSSNRA,+TSGSSNRA,stable,,"Thunderstorm with heavy precipitation of snow pellets/small hail, snow and rain"
http://codes.wmo.int/306/4678/+TSRA,+TSRA,stable,,Thunderstorm with heavy precipitation of rain
http://codes.wmo.int/306/4678/+TSRAGR,+TSRAGR,stable,,Thunderstorm with heavy precipitation of rain and hail
http://codes.wmo.int/306/4678/+TSRAGRSN,+TSRAGRSN,stable,,"Thunderstorm with heavy precipitation of rain, hail and snow"
http://codes.wmo.int/306/4678/+TSRAGS,+TSRAGS,stable,,Thunderstorm with heavy precipitation of rain and snow pellets/small hail
http://codes.wmo.int/306/4678/+TSRAGSSN,+TSRAGSSN,stable,,"Thunderstorm with heavy precipitation of rain, snow pellets/small hail and snow"
http://codes.wmo.int/306/4678/+TSRASN,+TSRASN,stable,,Thunderstorm with heavy precipitation of rain and snow
http://codes.wmo.int/306/4678/+TSRASNGR,+TSRASNGR,stable,,"Thunderstorm with heavy precipitation of rain, snow and hail"
http://codes.wmo.int/306/4678/+TSRASNGS,+TSRASNGS,stable,,"Thunderstorm with heavy precipitation of rain, snow and snow pellets/small hail"
http://codes.wmo.int/306/4678/+TSSN,+TSSN,stable,,Thunderstorm with heavy precipitation of snow
http://codes.wmo.int/306/4678/+TSSNGR,+TSSNGR,stable,,Thunderstorm with heavy precipitation of snow and hail
http://codes.wmo.int/306/4678/+TSSNGRRA,+TSSNGRRA,stable,,"Thunderstorm with heavy precipitation of snow, hail and rain"
http://codes.wmo.int/306/4678/+TSSNGS,+TSSNGS,stable,,Thunderstorm with heavy precipitation of snow and snow pellets/small hail
http://codes.wmo.int/306/4678/+TSSNGSRA,+TSSNGSRA,stable,,"Thunderstorm with heavy precipitation of snow, snow pellets/small hail and rain"
http://codes.wmo.int/306/4678/+TSSNRA,+TSSNRA,stable,,Thunderstorm with heavy precipitation of snow and rain
http://codes.wmo.int/306/4678/+TSSNRAGR,+TSSNRAGR,stable,,"Thunderstorm with heavy precipitation of snow, rain and hail"
http://codes.wmo.int/306/4678/+TSSNRAGS,+TSSNRAGS,stable,,"Thunderstorm with heavy precipitation of snow, rain and snow pellets/small hail"
http://codes.wmo.int/306/4678/+TSUP,+TSUP,stable,,Thunderstorm with heavy precipitation of unidentified precipitation
http://codes.wmo.int/306/4678/+UP,+UP,stable,,Heavy unidentified precipitation
http://codes.wmo.int/306/4678/-DS,-DS,stable,,"Light duststorm"
http://codes.wmo.int/306/4678/-DZ,-DZ,stable,,Light precipitation of drizzle
http://codes.wmo.int/306/4678/-DZPL,-DZPL,stable,,Light precipitation of drizzle and ice pellets
http://codes.wmo.int/306/4678/-DZPLRA,-DZPLRA,stable,,"Light precipitation of drizzle, ice pellets and rain"
http://codes.wmo.int/306/4678/-DZRA,-DZRA,stable,,Light precipitation of drizzle and rain
http://codes.wmo.int/306/4678/-DZRAPL,-DZRAPL,stable,,"Light precipitation of drizzle, rain and ice pellets"
http://codes.wmo.int/306/4678/-DZRASG,-DZRASG,stable,,"Light precipitation of drizzle, rain and snow grains"
http://codes.wmo.int/306/4678/-DZRASN,-DZRASN,stable,,"Light precipitation of drizzle, rain and snow"
http://codes.wmo.int/306/4678/-DZSG,-DZSG,stable,,Light precipitation of drizzle and snow grains
http://codes.wmo.int/306/4678/-DZSGRA,-DZSGRA,stable,,"Light precipitation of drizzle, snow grains and rain"
http://codes.wmo.int/306/4678/-DZSN,-DZSN,stable,,Light precipitation of drizzle and snow
http://codes.wmo.int/306/4678/-DZSNRA,-DZSNRA,stable,,"Light precipitation of drizzle, snow and rain"
http://codes.wmo.int/306/4678/-FZDZ,-FZDZ,stable,,Light precipitation of freezing drizzle
http://codes.wmo.int/306/4678/-FZDZRA,-FZDZRA,stable,,Light precipitation of freezing drizzle and rain
http://codes.wmo.int/306/4678/-FZRA,-FZRA,stable,,Light precipitation of freezng rain
http://codes.wmo.int/306/4678/-FZRADZ,-FZRADZ,stable,,Light precipitation of freezing rain and drizzle
http://codes.wmo.int/306/4678/-FZUP,-FZUP,stable,,Light unidentified freezing precipitation
http://codes.wmo.int/306/4678/-PL,-PL,stable,,Light precipitation of ice pellets
http://codes.wmo.int/306/4678/-PLDZ,-PLDZ,stable,,Light precipitation of ice pellets and drizzle
http://codes.wmo.int/306/4678/-PLDZRA,-PLDZRA,stable,,"Light precipitation of ice pellets, drizzle and rain"
http://codes.wmo.int/306/4678/-PLRA,-PLRA,stable,,Light precipitation of ice pellets and rain
http://codes.wmo.int/306/4678/-PLRADZ,-PLRADZ,stable,,"Light precipitation of ice pellets, rain and drizzle"
http://codes.wmo.int/306/4678/-PLRASN,-PLRASN,stable,,"Light precipitation of ice pellets, rain and snow"
http://codes.wmo.int/306/4678/-PLSG,-PLSG,stable,,Light precipitation of ice pellets and snow grains
http://codes.wmo.int/306/4678/-PLSGSN,-PLSGSN,stable,,"Light precipitation of ice pellets, snow grains and snow"
http://codes.wmo.int/306/4678/-PLSN,-PLSN,stable,,Light precipitation of ice pellets and snow
http://codes.wmo.int/306/4678/-PLSNRA,-PLSNRA,stable,,"Light precipitation of ice pellets, snow and rain"
http://codes.wmo.int/306/4678/-PLSNSG,-PLSNSG,stable,,"Light precipitation of ice pellets, snow and snow grains"
http://codes.wmo.int/306/4678/-RA,-RA,stable,,Light precipitation of rain
http://codes.wmo.int/306/4678/-RADZ,-RADZ,stable,,Light precipitation of rain and drizzle
http://codes.wmo.int/306/4678/-RADZPL,-RADZPL,stable,,"Light precipitation of rain, drizzle and ice pellets"
http://codes.wmo.int/306/4678/-RADZSG,-RADZSG,stable,,"Light precipitation of rain, drizzle and snow grains"
http://codes.wmo.int/306/4678/-RADZSN,-RADZSN,stable,,"Light precipitation of rain, drizzle and snow"
http://codes.wmo.int/306/4678/-RAPL,-RAPL,stable,,Light precipitation of rain and ice pellets
http://codes.wmo.int/306/4678/-RAPLDZ,-RAPLDZ,stable,,"Light precipitation of rain, ice pellets and drizzle"
http://codes.wmo.int/306/4678/-RAPLSN,-RAPLSN,stable,,"Light precipitation of rain, ice pellets and snow"
http://codes.wmo.int/306/4678/-RASG,-RASG,stable,,Light precipitation of rain and snow grains
http://codes.wmo.int/306/4678/-RASGDZ,-RASGDZ,stable,,"Light precipitation of rain, snow grains and drizzle"
http://codes.wmo.int/306/4678/-RASGSN,-RASGSN,stable,,"Light precipitation of rain, snow grains and snow"
http://codes.wmo.int/306/4678/-RASN,-RASN,stable,,Light precipitation of rain and snow
http://codes.wmo.int/306/4678/-RASNDZ,-RASNDZ,stable,,"Light precipitation of rain, snow and drizzle"
http://codes.wmo.int/306/4678/-RASNPL,-RASNPL,stable,,"Light precipitation of rain, snow and ice pellets"
http://codes.wmo.int/306/4678/-RASNSG,-RASNSG,stable,,"Light precipitation of rain, snow and snow grains"
http://codes.wmo.int/306/4678/-SG,-SG,stable,,Light precipitation of snow grains
http://codes.wmo.int/306/4678/-SGDZ,-SGDZ,stable,,Light precipitation of snow grains and drizzle
http://codes.wmo.int/306/4678/-SGDZRA,-SGDZRA,stable,,"Light precipitation of snow grains, drizzle and rain"
http://codes.wmo.int/306/4678/-SGPL,-SGPL,stable,,Light precipitation of snow grains and ice pellets
http://codes.wmo.int/306/4678/-SGPLSN,-SGPLSN,stable,,"Light precipitation of snow grains, ice pellets and snow"
http://codes.wmo.int/306/4678/-SGRA,-SGRA,stable,,Light precipitation of snow grains and rain
http://codes.wmo.int/306/4678/-SGRADZ,-SGRADZ,stable,,"Light precipitation of snow grains, rain and drizzle"
http://codes.wmo.int/306/4678/-SGRASN,-SGRASN,stable,,"Light precipitation of snow grains, rain and snow"
http://codes.wmo.int/306/4678/-SGSN,-SGSN,stable,,Light precipitation of snow grains and snow
http://codes.wmo.int/306/4678/-SGSNPL,-SGSNPL,stable,,"Light precipitation of snow grains, snow and ice pellets"
http://codes.wmo.int/306/4678/-SGSNRA,-SGSNRA,stable,,"Light precipitation of snow grains, snow and rain"
http://codes.wmo.int/306/4678/-SHGR,-SHGR,stable,,Light showery precipitation of hail
http://codes.wmo.int/306/4678/-SHGRRA,-SHGRRA,stable,,Light showery precipitation of hail and rain
http://codes.wmo.int/306/4678/-SHGRRASN,-SHGRRASN,stable,,"Light showery precipitation of hail, rain and snow"
http://codes.wmo.int/306/4678/-SHGRSN,-SHGRSN,stable,,Light showery precipitation of hail and snow
http://codes.wmo.int/306/4678/-SHGRSNRA,-SHGRSNRA,stable,,"Light showery precipitation of hail, snow and rain"
http://codes.wmo.int/306/4678/-SHGS,-SHGS,stable,,Light showery precipitation of snow pellets/small hail
http://codes.wmo.int/306/4678/-SHGSRA,-SHGSRA,stable,,Light showery precipitation of snow pellets/small hail and rain
http://codes.wmo.int/306/4678/-SHGSRASN,-SHGSRASN,stable,,"Light showery precipitation of snow pellets/small hail, rain and snow"
http://codes.wmo.int/306/4678/-SHGSSN,-SHGSSN,stable,,Light showery precipitation of snow pellets/small hail and snow
http://codes.wmo.int/306/4678/-SHGSSNRA,-SHGSSNRA,stable,,"Light showery precipitation of snow pellets/small hail, snow and rain"
http://codes.wmo.int/306/4678/-SHRA,-SHRA,stable,,Light showery precipitation of rain
http://codes.wmo.int/306/4678/-SHRAGR,-SHRAGR,stable,,Light showery precipitation of rain and hail
http://codes.wmo.int/306/4678/-SHRAGRSN,-SHRAGRSN,stable,,"Light showery precipitation of rain, hail and snow"
http://codes.wmo.int/306/4678/-SHRAGS,-SHRAGS,stable,,Light showery precipitation of rain and snow pellets/small hail
